景点名字	经纬度	地址	已售票数
曹邺读书岩	"110.340182,24.929699"	广西桂林临桂县	0
展卓通用航空阳朔基地	"110.681768,25.605565"	广西省桂林市阳朔县高田镇高田高速路口	0
龙海生态园	"110.344078,24.361053"	广西省桂林市荔浦县龙怀乡新安村大塘角	0
山水梨园	"110.29753,25.285702"	广西壮族自治区桂林市阳朔县秀峰区解放西路19号	0
银水侗寨	"109.985374,25.81186"	广西桂林市龙胜各族自治县	0
广西桂林漓江高尔夫乡村俱乐部	"110.435146,25.132301"	广西桂林华侨旅游经济区公路竹江客连港区	0
遇龙源景区大绿水综合码头	"110.425319,24.616594"	广西省桂林市荔浦县马岭镇马青线	0
水木渔火餐房美食【免费游览景区】	"110.306347,25.298413"	广西壮族自治区桂林市叠彩区螺蛳山路14号	0
骝马山摩崖造像	"110.295079,25.291223"	广西桂林市秀峰区骝马山摩崖造像	0
愚自乐园	"110.327463,25.039381"	广西省桂林市雁山区大埠乡	0
玉龙滩漂流	"110.01780355081,25.803918134919"	广西桂林龙胜各族自治县境内的西端	0
歌仙·双月湖	"110.49712,24.740078"	广西省桂林市阳朔县十里画廊历村段月亮山斜对面	0
雪狮岭	"110.522751,24.778955"	广西壮族自治区桂林市阳朔县	0
东郎山	"110.480492,24.773511"	广西省桂林市阳朔县福利镇北的福利至兴坪公路边	0
螺狮山	"110.538632,24.9233"	广西省桂林市阳朔县兴坪镇	0
工农桥	"110.498041,24.741249"	广西壮族自治区桂林市阳朔县高田镇	0
华坪农家乐休闲山庄	"110.218672,25.365073"	广西壮族自治区桂林市灵川县	0
解放桥	"110.310531,25.282656"	广西省桂林市秀峰区解放桥（解放东路，自由路西段）	0
桂林神龙养生度假区	"110.457572,25.090274"	广西壮族自治区桂林市雁山区草坪乡委兰口村	0
马象奇石	"110.3797669896,25.183508781608"	广西-桂林桂荔公路北侧	0
古渔村	"0.0,0.0"	广西壮族自治区桂林市阳朔县	0
桂林科学梦工厂	"110.323755,25.249718"	广西桂林七星区穿山东路41号彰泰天街1号楼3楼	0
花桥牌	"110.329729,25.288705"	广西省桂林市环城北二路14号	0
铁杉林	"111.02102356129,25.830442171764"	广西省桂林市兴安县猫儿山	0
九牛塘	"110.499158,25.888005"	广西壮族自治区桂林市资源县	0
狮龙山	"110.295443,25.287599"	广西桂林县城东四公里的狮龙村下莫滩南岸	0
东江漂流区	"110.2652475097,25.534764590644"	广西省桂林市灵川县	0
满江红碑	"110.690678,25.604685"	广西桂林市兴安县灵渠	0
碧莲峰	"110.503917,24.782366"	广西省桂林市阳朔县滨江路2号	0
广西桂林乐满地高尔夫球场	"110.6707,25.579036"	广西桂林兴安县志玲路乐满地度假区	0
龙洞峡	"110.474646,26.01362"	广西桂林资源县车田苗族乡石山底村	0
熊村	"110.468927,25.241043"	广西桂林市灵川县熊村	0
